23 
50. 48. 0.158 0.6
3.	0.24	3.2
4.	0.54	31.8
5.	0.69	81.1
6.	0.75	150.5
7.	0.76	242.0
8.	0.75	357.1
9.	0.69	470.9
10.	0.60	550.7
11.	0.50	587.8
12.	0.42	600.0
13.	0.36	600.0
14.	0.32	600.0
15.	0.29	600.0
16.	0.26	600.0
17.	0.25	600.0
18.	0.23	600.0
19.	0.22	600.0
20.	0.21	600.0
21.	0.20	600.0
22.	0.20	600.0
23.	0.19	600.0
24.	0.19	600.0
25.	0.18	600.0
