23 
65. 52. 0.158 0.8
3.	0.24	4.6
4.	0.54	45.0
5.	0.69	114.8
6.	0.75	213.2
7.	0.76	342.8
8.	0.75	505.9
9.	0.69	667.2
10.	0.60	780.1
11.	0.50	832.7
12.	0.42	850.0
13.	0.36	850.0
14.	0.32	850.0
15.	0.29	850.0
16.	0.26	850.0
17.	0.25	850.0
18.	0.23	850.0
19.	0.22	850.0
20.	0.21	850.0
21.	0.20	850.0
22.	0.20	850.0
23.	0.19	850.0
24.	0.19	850.0
25.	0.18	850.0
