23 
80. 86. 0.158 1.7
3.	0.24	9.0
4.	0.54	88.5
5.	0.69	225.6
6.	0.75	418.8
7.	0.76	673.5
8.	0.75	994.0
9.	0.69	1310.8
10.	0.60	1532.7
11.	0.50	1635.9
12.	0.42	1670.0
13.	0.36	1670.0
14.	0.32	1670.0
15.	0.29	1670.0
16.	0.26	1670.0
17.	0.25	1670.0
18.	0.23	1670.0
19.	0.22	1670.0
20.	0.21	1670.0
21.	0.20	1670.0
22.	0.20	1670.0
23.	0.19	1670.0
24.	0.19	1670.0
25.	0.18	1670.0
