23 
18. 14. 0.158 0.1
3.	0.24	0.4
4.	0.54	3.7
5.	0.69	9.5
6.	0.75	17.6
7.	0.76	28.2
8.	0.75	41.7
9.	0.69	54.9
10.	0.60	64.2
11.	0.50	68.6
12.	0.42	70.0
13.	0.36	70.0
14.	0.32	70.0
15.	0.29	70.0
16.	0.26	70.0
17.	0.25	70.0
18.	0.23	70.0
19.	0.22	70.0
20.	0.21	70.0
21.	0.20	70.0
22.	0.20	70.0
23.	0.19	70.0
24.	0.19	70.0
25.	0.18	70.0
