23 
100. 93. 0.158 2.0
3.	0.26	10.4
4.	0.54	84.6
5.	0.66	206.2
6.	0.71	381.8
7.	0.73	625.4
8.	0.74	946.2
9.	0.74	1338.6
10.	0.69	1710.8
11.	0.59	1928.2
12.	0.49	1988.4
13.	0.41	1998.8
14.	0.36	2000.0
15.	0.32	2000.0
16.	0.29	2000.0
17.	0.27	2000.0
18.	0.25	2000.0
19.	0.23	2000.0
20.	0.22	2000.0
21.	0.22	2000.0
22.	0.21	2000.0
23.	0.20	2000.0
24.	0.20	2000.0
25.	0.19	2000.0
