23 
34. 15. 0.158 0.1
3.	0.24	0.4
4.	0.54	3.4
5.	0.69	8.8
6.	0.75	16.3
7.	0.76	26.2
8.	0.75	38.7
9.	0.69	51.0
10.	0.60	59.7
11.	0.50	63.7
12.	0.42	65.0
13.	0.36	65.0
14.	0.32	65.0
15.	0.29	65.0
16.	0.26	65.0
17.	0.25	65.0
18.	0.23	65.0
19.	0.22	65.0
20.	0.21	65.0
21.	0.20	65.0
22.	0.20	65.0
23.	0.19	65.0
24.	0.19	65.0
25.	0.18	65.0
