23 
40. 40. 0.158 0.6
3.	0.24	3.0
4.	0.54	29.2
5.	0.69	74.3
6.	0.75	137.9
7.	0.76	221.8
8.	0.75	327.4
9.	0.69	431.7
10.	0.60	504.8
11.	0.50	538.8
12.	0.42	550.0
13.	0.36	550.0
14.	0.32	550.0
15.	0.29	550.0
16.	0.26	550.0
17.	0.25	550.0
18.	0.23	550.0
19.	0.22	550.0
20.	0.21	550.0
21.	0.20	550.0
22.	0.20	550.0
23.	0.19	550.0
24.	0.19	550.0
25.	0.18	550.0
