23 
24. 19. 0.158 0.1
3.	0.24	0.6
4.	0.54	5.8
5.	0.69	14.9
6.	0.75	27.6
7.	0.76	44.4
8.	0.75	65.5
9.	0.69	86.3
10.	0.60	101.0
11.	0.50	107.8
12.	0.42	110.0
13.	0.36	110.0
14.	0.32	110.0
15.	0.29	110.0
16.	0.26	110.0
17.	0.25	110.0
18.	0.23	110.0
19.	0.22	110.0
20.	0.21	110.0
21.	0.20	110.0
22.	0.20	110.0
23.	0.19	110.0
24.	0.19	110.0
25.	0.18	110.0
