23 
90. 108. 0.158 2.3
3.	0.26	12.0
4.	0.54	97.3
5.	0.66	237.1
6.	0.71	439.1
7.	0.73	719.2
8.	0.74	1088.1
9.	0.74	1539.4
10.	0.69	1967.4
11.	0.59	2217.4
12.	0.49	2286.7
13.	0.41	2298.6
14.	0.36	2300.0
15.	0.32	2300.0
16.	0.29	2300.0
17.	0.27	2300.0
18.	0.25	2300.0
19.	0.23	2300.0
20.	0.22	2300.0
21.	0.22	2300.0
22.	0.21	2300.0
23.	0.20	2300.0
24.	0.20	2300.0
25.	0.19	2300.0
